village_code,visit_month,spray_status,total_residents,clinic_tests,total_rdts,avg_distance_to_health_facility_km,incidence_per_1000,positivity_rate,dist_missing,PRECTOTCORR,PRECTOTCORR_SUM,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,prev_PRECTOTCORR,prev2_PRECTOTCORR,prev3_PRECTOTCORR,prev4_PRECTOTCORR,prev_PRECTOTCORR_SUM,prev2_PRECTOTCORR_SUM,prev3_PRECTOTCORR_SUM,prev4_PRECTOTCORR_SUM,prev_RH2M,prev2_RH2M,prev3_RH2M,prev4_RH2M,prev_T2M,prev2_T2M,prev3_T2M,prev4_T2M,prev_T2M_MAX,prev2_T2M_MAX,prev3_T2M_MAX,prev4_T2M_MAX,prev_T2M_MIN,prev2_T2M_MIN,prev3_T2M_MIN,prev4_T2M_MIN,prev_T2M_RANGE,prev2_T2M_RANGE,prev3_T2M_RANGE,prev4_T2M_RANGE,prev_incidence_per_1000
7208,2018-06-01,1,366,20.0,20,5.0,59.72,0.4,0,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,5.32,19.11,128.71,98.17,148.99,74.61,80.59,80.12,86.12,24.8,25.53,27.29,26.69,34.43,34.49,35.38,32.48,17.75,19.86,21.6,21.66,11.31,9.05,9.3,7.03,89.58
7208,2018-07-01,1,366,26.0,26,5.0,89.58,0.46,0,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,59.72
7208,2018-08-01,1,366,31.0,31,5.0,37.33,0.16,0,0.23,7.1,68.41,23.96,35.71,13.64,14.94,4.0,0.61,0.62,4.29,123.92,18.4,19.11,128.71,77.56,70.6,74.61,80.59,21.88,22.81,24.8,25.53,30.58,33.61,34.43,34.49,15.43,14.76,17.75,19.86,10.08,12.12,11.31,9.05,89.58
7208,2018-09-01,1,366,33.0,33,5.0,97.05,0.39,0,0.36,10.75,59.48,27.45,39.93,17.46,15.84,0.23,4.0,0.61,0.62,7.1,123.92,18.4,19.11,68.41,77.56,70.6,74.61,23.96,21.88,22.81,24.8,35.71,30.58,33.61,34.43,13.64,15.43,14.76,17.75,14.94,10.08,12.12,11.31,37.33
7208,2018-10-01,1,366,46.0,46,5.0,201.56,0.59,0,0.56,17.5,59.16,27.07,43.06,19.09,13.62,0.36,0.23,4.0,0.61,10.75,7.1,123.92,18.4,59.48,68.41,77.56,70.6,27.45,23.96,21.88,22.81,39.93,35.71,30.58,33.61,17.46,13.64,15.43,14.76,15.84,14.94,10.08,12.12,97.05
7209,2017-04-01,0,334,1.0,1,7.0,8.96,1.0,1,4.8,144.0,82.95,24.79,32.44,18.57,8.52,5.78,3.42,5.64,4.39,179.29,95.65,174.98,136.03,81.43,76.28,80.25,73.46,26.44,28.34,27.93,28.93,34.95,36.88,36.15,41.27,19.6,22.56,22.69,23.09,8.54,9.68,8.54,11.07,
7209,2017-05-01,0,334,3.0,3,7.0,8.96,0.33,1,0.57,17.62,76.98,24.09,34.48,16.94,10.72,4.8,5.78,3.42,5.64,144.0,179.29,95.65,174.98,82.95,81.43,76.28,80.25,24.79,26.44,28.34,27.93,32.44,34.95,36.88,36.15,18.57,19.6,22.56,22.69,8.52,8.54,9.68,8.54,8.96
7209,2017-08-01,0,334,3.0,3,7.0,17.93,0.67,1,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,0.57,4.8,25.56,33.53,17.62,144.0,72.81,75.51,76.98,82.95,22.35,22.93,24.09,24.79,34.44,33.03,34.48,32.44,15.09,15.85,16.94,18.57,12.41,10.83,10.72,8.52,8.96
7209,2017-09-01,0,334,6.0,6,7.0,44.82,0.83,1,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.82,1.12,0.57,11.16,25.56,33.53,17.62,64.53,72.81,75.51,76.98,23.72,22.35,22.93,24.09,38.06,34.44,33.03,34.48,15.29,15.09,15.85,16.94,13.29,12.41,10.83,10.72,17.93
7209,2017-10-01,0,334,2.0,2,7.0,8.96,0.5,1,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.57,4.8,5.36,11.16,17.62,144.0,63.27,64.53,76.98,82.95,26.04,23.72,24.09,24.79,40.99,38.06,34.48,32.44,17.82,15.29,16.94,18.57,15.13,13.29,10.72,8.52,44.82
7209,2017-11-01,0,334,5.0,5,7.0,44.82,1.0,1,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.57,10.41,5.36,11.16,17.62,56.29,63.27,64.53,76.98,28.93,26.04,23.72,24.09,45.03,40.99,38.06,34.48,17.2,17.82,15.29,16.94,15.96,15.13,13.29,10.72,8.96
7209,2017-12-01,0,334,2.0,2,7.0,17.93,1.0,1,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,44.82
7209,2018-01-01,0,334,7.0,7,7.0,44.82,0.71,1,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,6.41,0.34,0.18,319.0,192.17,10.41,5.36,79.49,68.57,56.29,63.27,26.98,27.79,28.93,26.04,36.75,45.1,45.03,40.99,19.29,20.3,17.2,17.82,9.31,12.81,15.96,15.13,17.93
7209,2018-02-01,0,334,4.0,4,7.0,26.89,0.75,1,5.32,148.99,86.12,26.69,32.48,21.66,7.03,9.3,10.29,6.41,0.34,288.34,319.0,192.17,10.41,83.97,79.49,68.57,56.29,25.86,26.98,27.79,28.93,33.64,36.75,45.1,45.03,18.36,19.29,20.3,17.2,8.36,9.31,12.81,15.96,44.82
7209,2018-03-01,0,334,5.0,5,7.0,35.86,0.8,1,3.17,98.17,80.12,27.29,35.38,21.6,9.3,5.32,9.3,10.29,6.41,148.99,288.34,319.0,192.17,86.12,83.97,79.49,68.57,26.69,25.86,26.98,27.79,32.48,33.64,36.75,45.1,21.66,18.36,19.29,20.3,7.03,8.36,9.31,12.81,26.89
7209,2018-04-01,0,334,9.0,9,7.0,62.75,0.78,1,4.29,128.71,80.59,25.53,34.49,19.86,9.05,3.17,5.32,9.3,10.29,98.17,148.99,288.34,319.0,80.12,86.12,83.97,79.49,27.29,26.69,25.86,26.98,35.38,32.48,33.64,36.75,21.6,21.66,18.36,19.29,9.3,7.03,8.36,9.31,35.86
7209,2018-05-01,0,334,2.0,2,7.0,17.93,1.0,1,0.62,19.11,74.61,24.8,34.43,17.75,11.31,4.29,3.17,5.32,9.3,128.71,98.17,148.99,288.34,80.59,80.12,86.12,83.97,25.53,27.29,26.69,25.86,34.49,35.38,32.48,33.64,19.86,21.6,21.66,18.36,9.05,9.3,7.03,8.36,62.75
7209,2018-06-01,0,334,3.0,3,7.0,8.96,0.33,1,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,5.32,19.11,128.71,98.17,148.99,74.61,80.59,80.12,86.12,24.8,25.53,27.29,26.69,34.43,34.49,35.38,32.48,17.75,19.86,21.6,21.66,11.31,9.05,9.3,7.03,17.93
7209,2018-07-01,0,334,4.0,4,7.0,17.93,0.5,1,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,8.96
7209,2018-08-01,0,334,2.0,2,7.0,17.93,1.0,1,0.23,7.1,68.41,23.96,35.71,13.64,14.94,4.0,0.61,0.62,4.29,123.92,18.4,19.11,128.71,77.56,70.6,74.61,80.59,21.88,22.81,24.8,25.53,30.58,33.61,34.43,34.49,15.43,14.76,17.75,19.86,10.08,12.12,11.31,9.05,17.93
7209,2018-09-01,0,334,12.0,12,7.0,80.68,0.75,1,0.36,10.75,59.48,27.45,39.93,17.46,15.84,0.23,4.0,0.61,0.62,7.1,123.92,18.4,19.11,68.41,77.56,70.6,74.61,23.96,21.88,22.81,24.8,35.71,30.58,33.61,34.43,13.64,15.43,14.76,17.75,14.94,10.08,12.12,11.31,17.93
7209,2018-10-01,0,334,1.0,1,7.0,8.96,1.0,1,0.56,17.5,59.16,27.07,43.06,19.09,13.62,0.36,0.23,4.0,0.61,10.75,7.1,123.92,18.4,59.48,68.41,77.56,70.6,27.45,23.96,21.88,22.81,39.93,35.71,30.58,33.61,17.46,13.64,15.43,14.76,15.84,14.94,10.08,12.12,80.68
7210,2017-01-01,0,348,14.0,2,7.0,8.26,0.5,1,5.64,174.98,80.25,27.93,36.15,22.69,8.54,4.39,1.55,0.19,0.01,136.03,46.43,5.96,0.3,73.46,61.9,56.76,59.89,28.93,29.74,28.85,26.75,41.27,44.6,44.04,40.04,23.09,21.91,17.3,16.33,11.07,14.2,16.63,16.38,
7210,2017-04-01,0,348,1.0,2,7.0,8.26,0.5,1,4.8,144.0,82.95,24.79,32.44,18.57,8.52,5.78,3.42,5.64,4.39,179.29,95.65,174.98,136.03,81.43,76.28,80.25,73.46,26.44,28.34,27.93,28.93,34.95,36.88,36.15,41.27,19.6,22.56,22.69,23.09,8.54,9.68,8.54,11.07,8.26
7210,2017-05-01,0,348,1.0,1,7.0,8.26,1.0,1,0.57,17.62,76.98,24.09,34.48,16.94,10.72,4.8,5.78,3.42,5.64,144.0,179.29,95.65,174.98,82.95,81.43,76.28,80.25,24.79,26.44,28.34,27.93,32.44,34.95,36.88,36.15,18.57,19.6,22.56,22.69,8.52,8.54,9.68,8.54,8.26
7210,2017-08-01,0,348,3.0,3,7.0,24.77,1.0,1,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,0.57,4.8,25.56,33.53,17.62,144.0,72.81,75.51,76.98,82.95,22.35,22.93,24.09,24.79,34.44,33.03,34.48,32.44,15.09,15.85,16.94,18.57,12.41,10.83,10.72,8.52,8.26
7210,2017-09-01,0,348,2.0,2,7.0,16.51,1.0,1,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.57,4.8,5.64,11.16,17.62,144.0,174.98,64.53,76.98,82.95,80.25,23.72,24.09,24.79,27.93,38.06,34.48,32.44,36.15,15.29,16.94,18.57,22.69,13.29,10.72,8.52,8.54,24.77
7210,2017-10-01,0,348,6.0,6,7.0,41.29,0.83,1,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.57,4.8,5.36,11.16,17.62,144.0,63.27,64.53,76.98,82.95,26.04,23.72,24.09,24.79,40.99,38.06,34.48,32.44,17.82,15.29,16.94,18.57,15.13,13.29,10.72,8.52,16.51
7210,2017-11-01,0,348,6.0,6,7.0,41.29,0.83,1,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.57,10.41,5.36,11.16,17.62,56.29,63.27,64.53,76.98,28.93,26.04,23.72,24.09,45.03,40.99,38.06,34.48,17.2,17.82,15.29,16.94,15.96,15.13,13.29,10.72,41.29
7210,2017-12-01,0,348,2.0,2,7.0,0.0,0.0,1,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,41.29
7210,2018-01-01,0,348,22.0,22,7.0,140.38,0.77,1,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,6.41,0.34,0.18,319.0,192.17,10.41,5.36,79.49,68.57,56.29,63.27,26.98,27.79,28.93,26.04,36.75,45.1,45.03,40.99,19.29,20.3,17.2,17.82,9.31,12.81,15.96,15.13,0.0
7210,2018-02-01,0,348,3.0,3,7.0,24.77,1.0,1,5.32,148.99,86.12,26.69,32.48,21.66,7.03,9.3,10.29,6.41,0.34,288.34,319.0,192.17,10.41,83.97,79.49,68.57,56.29,25.86,26.98,27.79,28.93,33.64,36.75,45.1,45.03,18.36,19.29,20.3,17.2,8.36,9.31,12.81,15.96,140.38
7210,2018-03-01,0,348,4.0,4,7.0,24.77,0.75,1,3.17,98.17,80.12,27.29,35.38,21.6,9.3,5.32,9.3,10.29,6.41,148.99,288.34,319.0,192.17,86.12,83.97,79.49,68.57,26.69,25.86,26.98,27.79,32.48,33.64,36.75,45.1,21.66,18.36,19.29,20.3,7.03,8.36,9.31,12.81,24.77
7210,2018-04-01,0,348,12.0,12,7.0,74.32,0.75,1,4.29,128.71,80.59,25.53,34.49,19.86,9.05,3.17,5.32,9.3,10.29,98.17,148.99,288.34,319.0,80.12,86.12,83.97,79.49,27.29,26.69,25.86,26.98,35.38,32.48,33.64,36.75,21.6,21.66,18.36,19.29,9.3,7.03,8.36,9.31,24.77
7210,2018-05-01,0,348,10.0,10,7.0,49.54,0.6,1,0.62,19.11,74.61,24.8,34.43,17.75,11.31,4.29,3.17,5.32,9.3,128.71,98.17,148.99,288.34,80.59,80.12,86.12,83.97,25.53,27.29,26.69,25.86,34.49,35.38,32.48,33.64,19.86,21.6,21.66,18.36,9.05,9.3,7.03,8.36,74.32
7210,2018-06-01,0,348,2.0,2,7.0,16.51,1.0,1,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,5.32,19.11,128.71,98.17,148.99,74.61,80.59,80.12,86.12,24.8,25.53,27.29,26.69,34.43,34.49,35.38,32.48,17.75,19.86,21.6,21.66,11.31,9.05,9.3,7.03,49.54
7210,2018-07-01,0,348,3.0,3,7.0,24.77,1.0,1,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,16.51
7210,2018-08-01,0,348,2.0,2,7.0,0.0,0.0,1,0.23,7.1,68.41,23.96,35.71,13.64,14.94,4.0,0.61,0.62,4.29,123.92,18.4,19.11,128.71,77.56,70.6,74.61,80.59,21.88,22.81,24.8,25.53,30.58,33.61,34.43,34.49,15.43,14.76,17.75,19.86,10.08,12.12,11.31,9.05,24.77
7210,2018-09-01,0,348,4.0,4,7.0,24.77,0.75,1,0.36,10.75,59.48,27.45,39.93,17.46,15.84,0.23,4.0,0.61,0.62,7.1,123.92,18.4,19.11,68.41,77.56,70.6,74.61,23.96,21.88,22.81,24.8,35.71,30.58,33.61,34.43,13.64,15.43,14.76,17.75,14.94,10.08,12.12,11.31,0.0
7210,2018-10-01,0,348,4.0,4,7.0,16.51,0.5,1,0.56,17.5,59.16,27.07,43.06,19.09,13.62,0.36,0.23,4.0,0.61,10.75,7.1,123.92,18.4,59.48,68.41,77.56,70.6,27.45,23.96,21.88,22.81,39.93,35.71,30.58,33.61,17.46,13.64,15.43,14.76,15.84,14.94,10.08,12.12,24.77
7211,2016-12-01,0,822,14.0,10,2.1,10.36,0.7,0,4.39,136.03,73.46,28.93,41.27,23.09,11.07,1.55,0.19,0.01,0.21,46.43,5.96,0.3,6.58,61.9,56.76,59.89,68.93,29.74,28.85,26.75,23.15,44.6,44.04,40.04,36.97,21.91,17.3,16.33,14.42,14.2,16.63,16.38,13.38,
7211,2017-01-01,0,822,14.0,10,2.1,8.88,0.6,0,5.64,174.98,80.25,27.93,36.15,22.69,8.54,4.39,1.55,0.19,0.01,136.03,46.43,5.96,0.3,73.46,61.9,56.76,59.89,28.93,29.74,28.85,26.75,41.27,44.6,44.04,40.04,23.09,21.91,17.3,16.33,11.07,14.2,16.63,16.38,10.36
7211,2017-02-01,0,822,14.0,12,2.1,13.32,0.75,0,3.42,95.65,76.28,28.34,36.88,22.56,9.68,5.64,4.39,1.55,0.19,174.98,136.03,46.43,5.96,80.25,73.46,61.9,56.76,27.93,28.93,29.74,28.85,36.15,41.27,44.6,44.04,22.69,23.09,21.91,17.3,8.54,11.07,14.2,16.63,8.88
7211,2017-03-01,0,822,14.0,13,2.1,14.8,0.77,0,5.78,179.29,81.43,26.44,34.95,19.6,8.54,3.42,5.64,4.39,1.55,95.65,174.98,136.03,46.43,76.28,80.25,73.46,61.9,28.34,27.93,28.93,29.74,36.88,36.15,41.27,44.6,22.56,22.69,23.09,21.91,9.68,8.54,11.07,14.2,13.32
7211,2017-04-01,0,822,4.0,14,2.1,16.28,0.79,0,4.8,144.0,82.95,24.79,32.44,18.57,8.52,5.78,3.42,5.64,4.39,179.29,95.65,174.98,136.03,81.43,76.28,80.25,73.46,26.44,28.34,27.93,28.93,34.95,36.88,36.15,41.27,19.6,22.56,22.69,23.09,8.54,9.68,8.54,11.07,14.8
7211,2017-05-01,0,822,17.0,17,2.1,17.76,0.71,0,0.57,17.62,76.98,24.09,34.48,16.94,10.72,4.8,5.78,3.42,5.64,144.0,179.29,95.65,174.98,82.95,81.43,76.28,80.25,24.79,26.44,28.34,27.93,32.44,34.95,36.88,36.15,18.57,19.6,22.56,22.69,8.52,8.54,9.68,8.54,16.28
7211,2017-06-01,0,822,14.0,14,2.1,19.24,0.93,0,1.12,33.53,75.51,22.93,33.03,15.85,10.83,0.57,4.8,5.78,3.42,17.62,144.0,179.29,95.65,76.98,82.95,81.43,76.28,24.09,24.79,26.44,28.34,34.48,32.44,34.95,36.88,16.94,18.57,19.6,22.56,10.72,8.52,8.54,9.68,17.76
7211,2017-07-01,0,822,32.0,32,2.1,34.04,0.72,0,0.82,25.56,72.81,22.35,34.44,15.09,12.41,1.12,0.57,4.8,5.78,33.53,17.62,144.0,179.29,75.51,76.98,82.95,81.43,22.93,24.09,24.79,26.44,33.03,34.48,32.44,34.95,15.85,16.94,18.57,19.6,10.83,10.72,8.52,8.54,19.24
7211,2017-08-01,0,822,19.0,19,2.1,19.24,0.68,0,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,0.57,4.8,25.56,33.53,17.62,144.0,72.81,75.51,76.98,82.95,22.35,22.93,24.09,24.79,34.44,33.03,34.48,32.44,15.09,15.85,16.94,18.57,12.41,10.83,10.72,8.52,34.04
7211,2017-09-01,0,822,13.0,13,2.1,19.24,1.0,0,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.82,1.12,0.57,11.16,25.56,33.53,17.62,64.53,72.81,75.51,76.98,23.72,22.35,22.93,24.09,38.06,34.44,33.03,34.48,15.29,15.09,15.85,16.94,13.29,12.41,10.83,10.72,19.24
7211,2017-10-01,0,822,24.0,24,2.1,28.12,0.79,0,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.82,1.12,5.36,11.16,25.56,33.53,63.27,64.53,72.81,75.51,26.04,23.72,22.35,22.93,40.99,38.06,34.44,33.03,17.82,15.29,15.09,15.85,15.13,13.29,12.41,10.83,19.24
7211,2017-11-01,0,822,20.0,20,2.1,17.76,0.6,0,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.82,10.41,5.36,11.16,25.56,56.29,63.27,64.53,72.81,28.93,26.04,23.72,22.35,45.03,40.99,38.06,34.44,17.2,17.82,15.29,15.09,15.96,15.13,13.29,12.41,28.12
7211,2017-12-01,0,822,12.0,12,2.1,10.36,0.58,0,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,17.76
7211,2018-01-01,0,822,25.0,25,2.1,34.04,0.92,0,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,6.41,0.34,0.18,319.0,192.17,10.41,5.36,79.49,68.57,56.29,63.27,26.98,27.79,28.93,26.04,36.75,45.1,45.03,40.99,19.29,20.3,17.2,17.82,9.31,12.81,15.96,15.13,10.36
7211,2018-02-01,0,822,18.0,18,2.1,17.76,0.67,0,5.32,148.99,86.12,26.69,32.48,21.66,7.03,9.3,10.29,6.41,0.34,288.34,319.0,192.17,10.41,83.97,79.49,68.57,56.29,25.86,26.98,27.79,28.93,33.64,36.75,45.1,45.03,18.36,19.29,20.3,17.2,8.36,9.31,12.81,15.96,34.04
7211,2018-03-01,0,822,4.0,4,2.1,1.48,0.25,0,3.17,98.17,80.12,27.29,35.38,21.6,9.3,5.32,9.3,10.29,6.41,148.99,288.34,319.0,192.17,86.12,83.97,79.49,68.57,26.69,25.86,26.98,27.79,32.48,33.64,36.75,45.1,21.66,18.36,19.29,20.3,7.03,8.36,9.31,12.81,17.76
7211,2018-04-01,0,822,19.0,19,2.1,23.68,0.84,0,4.29,128.71,80.59,25.53,34.49,19.86,9.05,3.17,5.32,9.3,10.29,98.17,148.99,288.34,319.0,80.12,86.12,83.97,79.49,27.29,26.69,25.86,26.98,35.38,32.48,33.64,36.75,21.6,21.66,18.36,19.29,9.3,7.03,8.36,9.31,1.48
7211,2018-05-01,0,822,13.0,13,2.1,13.32,0.69,0,0.62,19.11,74.61,24.8,34.43,17.75,11.31,4.29,3.17,5.32,9.3,128.71,98.17,148.99,288.34,80.59,80.12,86.12,83.97,25.53,27.29,26.69,25.86,34.49,35.38,32.48,33.64,19.86,21.6,21.66,18.36,9.05,9.3,7.03,8.36,23.68
7211,2018-06-01,0,822,19.0,19,2.1,22.2,0.79,0,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,5.32,19.11,128.71,98.17,148.99,74.61,80.59,80.12,86.12,24.8,25.53,27.29,26.69,34.43,34.49,35.38,32.48,17.75,19.86,21.6,21.66,11.31,9.05,9.3,7.03,13.32
7211,2018-07-01,0,822,18.0,18,2.1,19.24,0.72,0,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,22.2
7211,2018-08-01,0,822,13.0,13,2.1,16.28,0.85,0,0.23,7.1,68.41,23.96,35.71,13.64,14.94,4.0,0.61,0.62,4.29,123.92,18.4,19.11,128.71,77.56,70.6,74.61,80.59,21.88,22.81,24.8,25.53,30.58,33.61,34.43,34.49,15.43,14.76,17.75,19.86,10.08,12.12,11.31,9.05,19.24
7211,2018-09-01,0,822,17.0,17,2.1,20.72,0.82,0,0.36,10.75,59.48,27.45,39.93,17.46,15.84,0.23,4.0,0.61,0.62,7.1,123.92,18.4,19.11,68.41,77.56,70.6,74.61,23.96,21.88,22.81,24.8,35.71,30.58,33.61,34.43,13.64,15.43,14.76,17.75,14.94,10.08,12.12,11.31,16.28
7211,2018-10-01,0,822,2.0,2,2.1,1.48,0.5,0,0.56,17.5,59.16,27.07,43.06,19.09,13.62,0.36,0.23,4.0,0.61,10.75,7.1,123.92,18.4,59.48,68.41,77.56,70.6,27.45,23.96,21.88,22.81,39.93,35.71,30.58,33.61,17.46,13.64,15.43,14.76,15.84,14.94,10.08,12.12,20.72
7212,2016-12-01,1,515,14.0,6,4.9,7.54,0.33,0,4.39,136.03,73.46,28.93,41.27,23.09,11.07,1.55,0.19,0.01,0.21,46.43,5.96,0.3,6.58,61.9,56.76,59.89,68.93,29.74,28.85,26.75,23.15,44.6,44.04,40.04,36.97,21.91,17.3,16.33,14.42,14.2,16.63,16.38,13.38,
7212,2017-01-01,1,515,14.0,9,4.9,11.31,0.33,0,5.64,174.98,80.25,27.93,36.15,22.69,8.54,4.39,1.55,0.19,0.01,136.03,46.43,5.96,0.3,73.46,61.9,56.76,59.89,28.93,29.74,28.85,26.75,41.27,44.6,44.04,40.04,23.09,21.91,17.3,16.33,11.07,14.2,16.63,16.38,7.54
7212,2017-02-01,1,515,2.0,18,4.9,30.16,0.44,0,3.42,95.65,76.28,28.34,36.88,22.56,9.68,5.64,4.39,1.55,0.19,174.98,136.03,46.43,5.96,80.25,73.46,61.9,56.76,27.93,28.93,29.74,28.85,36.15,41.27,44.6,44.04,22.69,23.09,21.91,17.3,8.54,11.07,14.2,16.63,11.31
7212,2017-03-01,1,515,14.0,17,4.9,30.16,0.47,0,5.78,179.29,81.43,26.44,34.95,19.6,8.54,3.42,5.64,4.39,1.55,95.65,174.98,136.03,46.43,76.28,80.25,73.46,61.9,28.34,27.93,28.93,29.74,36.88,36.15,41.27,44.6,22.56,22.69,23.09,21.91,9.68,8.54,11.07,14.2,30.16
7212,2017-04-01,1,515,14.0,15,4.9,30.16,0.53,0,4.8,144.0,82.95,24.79,32.44,18.57,8.52,5.78,3.42,5.64,4.39,179.29,95.65,174.98,136.03,81.43,76.28,80.25,73.46,26.44,28.34,27.93,28.93,34.95,36.88,36.15,41.27,19.6,22.56,22.69,23.09,8.54,9.68,8.54,11.07,30.16
7212,2017-05-01,1,515,14.0,9,4.9,11.31,0.33,0,0.57,17.62,76.98,24.09,34.48,16.94,10.72,4.8,5.78,3.42,5.64,144.0,179.29,95.65,174.98,82.95,81.43,76.28,80.25,24.79,26.44,28.34,27.93,32.44,34.95,36.88,36.15,18.57,19.6,22.56,22.69,8.52,8.54,9.68,8.54,30.16
7212,2017-06-01,1,515,14.0,10,4.9,18.85,0.5,0,1.12,33.53,75.51,22.93,33.03,15.85,10.83,0.57,4.8,5.78,3.42,17.62,144.0,179.29,95.65,76.98,82.95,81.43,76.28,24.09,24.79,26.44,28.34,34.48,32.44,34.95,36.88,16.94,18.57,19.6,22.56,10.72,8.52,8.54,9.68,11.31
7212,2017-07-01,1,515,18.0,18,4.9,37.7,0.56,0,0.82,25.56,72.81,22.35,34.44,15.09,12.41,1.12,0.57,4.8,5.78,33.53,17.62,144.0,179.29,75.51,76.98,82.95,81.43,22.93,24.09,24.79,26.44,33.03,34.48,32.44,34.95,15.85,16.94,18.57,19.6,10.83,10.72,8.52,8.54,18.85
7212,2017-08-01,1,515,25.0,25,4.9,30.16,0.32,0,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,0.57,4.8,25.56,33.53,17.62,144.0,72.81,75.51,76.98,82.95,22.35,22.93,24.09,24.79,34.44,33.03,34.48,32.44,15.09,15.85,16.94,18.57,12.41,10.83,10.72,8.52,37.7
7212,2017-09-01,1,515,9.0,9,4.9,7.54,0.22,0,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.82,1.12,0.57,11.16,25.56,33.53,17.62,64.53,72.81,75.51,76.98,23.72,22.35,22.93,24.09,38.06,34.44,33.03,34.48,15.29,15.09,15.85,16.94,13.29,12.41,10.83,10.72,30.16
7212,2017-10-01,1,515,15.0,15,4.9,22.62,0.4,0,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.82,1.12,5.36,11.16,25.56,33.53,63.27,64.53,72.81,75.51,26.04,23.72,22.35,22.93,40.99,38.06,34.44,33.03,17.82,15.29,15.09,15.85,15.13,13.29,12.41,10.83,7.54
7212,2017-11-01,1,515,10.0,11,4.9,18.85,0.45,0,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.82,10.41,5.36,11.16,25.56,56.29,63.27,64.53,72.81,28.93,26.04,23.72,22.35,45.03,40.99,38.06,34.44,17.2,17.82,15.29,15.09,15.96,15.13,13.29,12.41,22.62
7212,2017-12-01,1,515,16.0,16,4.9,15.08,0.25,0,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,18.85
